GRUPO FINANCEIRO;Consultor Comercial;Empresa;Tipo;Pagto;Porte Cliente;Cliente (Razão Social);CNPJ;Operadora;Benefício ;Tipo Receita; Premio Bruto ;% Receita para XIPP; Receita Bruta da Corretora XIPP ;  % Impostos retidos; Impostos retidos ; Receita recebida pela Corretora XIPP ;(%) Impostos sobre receita;  Imposto R$  ; Receita Líquida  ;"% 
Comissão"; Comissão a Pagar ;
J. A. Luan;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;J. A. Luan;30.680.120/0001-48;Metlife;Vida;Comissão; R$ 366,51 ;20,00%; R$ 73,30 ;3,50%; R$ 2,57 ; R$ 70,74 ;14,25%; R$ 10,08 ; R$ 60,66 ;10,00%; R$ 6,07 ;
J. A. Luan;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;J. A. Luan;30.680.120/0001-48;Metlife;Vida;Comissão; R$ 366,51 ;20,00%; R$ 73,30 ;3,50%; R$ 2,57 ; R$ 70,74 ;14,25%; R$ 10,08 ; R$ 60,66 ;10,00%; R$ 6,07 ;
J. A. Luan;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;J. A. Luan;30.680.120/0001-48;Metlife;Vida;Comissão; R$ 366,51 ;20,00%; R$ 73,30 ;3,50%; R$ 2,57 ; R$ 70,74 ;14,25%; R$ 10,08 ; R$ 60,66 ;10,00%; R$ 6,07 ;
J. A. Luan;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;J. A. Luan;30.680.120/0001-48;Metlife;Vida;Comissão; R$ 366,51 ;20,00%; R$ 73,30 ;3,50%; R$ 2,57 ; R$ 70,74 ;14,25%; R$ 10,08 ; R$ 60,66 ;10,00%; R$ 6,07 ;
J. A. Luan;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;J. A. Luan;30.680.120/0001-48;Metlife;Vida;Comissão; R$ 366,51 ;20,00%; R$ 73,30 ;3,50%; R$ 2,57 ; R$ 70,74 ;14,25%; R$ 10,08 ; R$ 60,66 ;10,00%; R$ 6,07 ;
J. A. Luan;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;J. A. Luan;30.680.120/0001-48;Metlife;Vida;Comissão; R$ 366,51 ;20,00%; R$ 73,30 ;3,50%; R$ 2,57 ; R$ 70,74 ;14,25%; R$ 10,08 ; R$ 60,66 ;10,00%; R$ 6,07 ;
J. A. Luan;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;J. A. Luan;30.680.120/0001-48;Metlife;Vida;Comissão; R$ 366,51 ;20,00%; R$ 73,30 ;3,50%; R$ 2,57 ; R$ 70,74 ;14,25%; R$ 10,08 ; R$ 60,66 ;10,00%; R$ 6,07 ;
J. A. Luan;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;J. A. Luan;30.680.120/0001-48;Metlife;Vida;Comissão; R$ 366,51 ;20,00%; R$ 73,30 ;3,50%; R$ 2,57 ; R$ 70,74 ;14,25%; R$ 10,08 ; R$ 60,66 ;10,00%; R$ 6,07 ;
Matec;Claudia Rodrigues;Claudia Rodrigues;Consultor Interno;01/10/2023;Middle;Matec;64.978.646/0001-20;Porto Seguro - Seguro Saúde S/A;Saúde;Comissão; R$ 1.472,74 ;5,00%; R$ 73,64 ;350,00%; R$ 2,58 ; R$ 71,06 ;14,25%; R$ 10,13 ; R$ 60,93 ;10,00%; R$ 6,09 ;
Financeiro 24 Horas.com;Cristina Camillo;Camillo;Parceiro;01/02/2024;Middle;Financeiro 24 Horas.com;04.929.302/0001-08;Amil;Odonto;Comissão; R$ 1.447,33 ;5,00%; R$ 72,37 ;1,50%; R$ 1,09 ; R$ 71,28 ;14,25%; R$ 10,16 ; R$ 61,12 ;50,00%; R$ 30,56 ;
Financeiro 24 Horas.com;Leandro Peralta;Leandro Peralta;Consultor Interno;01/02/2024;Middle;Financeiro 24 Horas.com;04.929.302/0001-08;Amil;Odonto;Comissão; R$ 1.447,33 ;5,00%; R$ 72,37 ;1,50%; R$ 1,09 ; R$ 71,28 ;14,25%; R$ 10,16 ; R$ 30,56 ;10,00%; R$ 3,06 ;
Financeiro 24 Horas.com;Cristina Camillo;Camillo;Parceiro;01/03/2024;Middle;Financeiro 24 Horas.com;04.929.302/0001-08;Amil;Odonto;Comissão; R$ 1.448,18 ;5,00%; R$ 72,41 ;1,50%; R$ 1,09 ; R$ 71,32 ;14,25%; R$ 10,16 ; R$ 61,16 ;50,00%; R$ 30,58 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/01/2024;Corporate;Ortobom;01.888.285/0001-01;Metlife Vida;Vida;Comissão; R$ 494,35 ;15,00%; R$ 74,15 ;3,50%; R$ 2,60 ; R$ 71,56 ;14,25%; R$ 10,20 ; R$ 61,36 ;10,00%; R$ 6,14 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/05/2023;Middle;"	Pwa S/A";"	04.455.612/0001-20";Bradesco;Saúde;Comissão; R$ 2.488,57 ;3,00%; R$ 74,66 ;3,50%; R$ 2,61 ; R$ 72,04 ;14,25%; R$ 10,27 ; R$ 61,78 ;30,00%; R$ 18,53 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/05/2023;Middle;Sifra Sell Servicos De Creditos Ltda;09.316.718/0001-66;Bradesco;Saúde;Comissão; R$ 2.491,39 ;3,00%; R$ 74,74 ;3,50%; R$ 2,62 ; R$ 72,13 ;14,25%; R$ 10,28 ; R$ 61,85 ;30,00%; R$ 18,55 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/04/2022;Middle;Sinalisa;42.147.421/0001-90;SULAMERICA;SAÚDE;Comissão; R$ 1.500,05 ;5,00%; R$ 75,00 ;3,50%; R$ 2,63 ; R$ 72,38 ;14,25%; R$ 10,31 ; R$ 62,06 ;10,00%; R$ 6,21 ;
Bali Clinica De Anestesia E Servico;Marcelo Tolentino;Martinelli;Parceiro;01/03/2024;Middle;Bali Clinica De Anestesia E Servico;39.351.018/0001-73;Omint;Saúde;Comissão; R$ 2.592,81 ;3,00%; R$ 77,78 ;6,50%; R$ 5,06 ; R$ 72,73 ;14,25%; R$ 10,36 ; R$ 62,36 ;30,00%; R$ 18,71 ;
Nova Engevix;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/01/2024;Middle;Nova Engevix;00.103.582/0001-31;Bradesco Saúde S.A;Saúde;Comissão; R$ 3.783,60 ;2,00%; R$ 75,68 ;350,00%; R$ 2,65 ; R$ 73,03 ;14,25%; R$ 10,41 ; R$ 62,62 ;10,00%; R$ 6,26 ;
Kryptus;Marcelo Natal;MNT Barcelos;Consultor Interno;01/05/2022;Middle;KRYPTUS;05.761.098/0001-13;AMIL;ODONTO;Comissão; R$ 782,01 ;10,00%; R$ 78,20 ;6,50%; R$ 5,08 ; R$ 73,12 ;14,25%; R$ 10,42 ; R$ 62,70 ;10,00%; R$ 6,27 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/01/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão ; R$ 373,71 ;20,00%; R$ 74,74 ;2,00%; R$ 1,49 ; R$ 73,25 ;14,25%; R$ 10,44 ; R$ 62,81 ;10,00%; R$ 6,28 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/04/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão ; R$ 373,71 ;20,00%; R$ 74,74 ;2,00%; R$ 1,49 ; R$ 73,25 ;14,25%; R$ 10,44 ; R$ 62,81 ;10,00%; R$ 6,28 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/09/2023;Corporate;Ortobom;01.888.285/0001-01;Metlife Vida;Vida;Comissão; R$ 507,30 ;15,00%; R$ 76,10 ;3,50%; R$ 2,66 ; R$ 73,43 ;14,25%; R$ 10,46 ; R$ 62,97 ;10,00%; R$ 6,30 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/03/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão ; R$ 376,03 ;20,00%; R$ 75,21 ;2,00%; R$ 1,50 ; R$ 73,70 ;14,25%; R$ 10,50 ; R$ 63,20 ;10,00%; R$ 6,32 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/03/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão ; R$ 376,03 ;20,00%; R$ 75,21 ;2,00%; R$ 1,50 ; R$ 73,70 ;14,25%; R$ 10,50 ; R$ 63,20 ;10,00%; R$ 6,32 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/03/2024;Corporate;Ortobom;01.888.285/0001-01;Metlife Vida;Vida;Comissão; R$ 510,66 ;15,00%; R$ 76,60 ;3,50%; R$ 2,68 ; R$ 73,92 ;14,25%; R$ 10,53 ; R$ 63,38 ;10,00%; R$ 6,34 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/02/2024;Corporate;Ortobom;01.888.285/0001-01;Metlife Vida;Vida;Comissão; R$ 510,66 ;15,00%; R$ 76,60 ;3,50%; R$ 2,68 ; R$ 73,92 ;14,25%; R$ 10,53 ; R$ 63,38 ;10,00%; R$ 6,34 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/01/2024;Corporate;Ortobom;02.292.653/0001-17;Metlife Vida;Vida;Comissão; R$ 512,22 ;15,00%; R$ 76,83 ;3,50%; R$ 2,69 ; R$ 74,14 ;14,25%; R$ 10,57 ; R$ 63,58 ;10,00%; R$ 6,36 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/10/2023;Corporate;Ortobom;02.292.653/0001-17;Metlife Vida;Vida;Comissão; R$ 514,14 ;0,15%; R$ 77,12 ;3,50%; R$ 2,70 ; R$ 74,42 ;14,25%; R$ 10,61 ; R$ 63,82 ;10,00%; R$ 6,38 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/11/2023;Corporate;Ortobom;02.292.653/0001-17;Metlife Vida;Vida;Comissão; R$ 514,14 ;0,15%; R$ 77,12 ;3,50%; R$ 2,70 ; R$ 74,42 ;14,25%; R$ 10,61 ; R$ 63,82 ;10,00%; R$ 6,38 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/04/2023;Middle;Sifra Sell Servicos De Creditos Ltda;09.316.718/0001-66;Bradesco;Saúde;Comissão; R$ 2.572,64 ;3,00%; R$ 77,18 ;3,50%; R$ 2,70 ; R$ 74,48 ;14,25%; R$ 10,61 ; R$ 63,86 ;30,00%; R$ 19,16 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/05/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão ; R$ 380,65 ;20,00%; R$ 76,13 ;2,00%; R$ 1,52 ; R$ 74,61 ;14,25%; R$ 10,63 ; R$ 63,98 ;10,00%; R$ 6,40 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/06/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão ; R$ 380,65 ;20,00%; R$ 76,13 ;2,00%; R$ 1,52 ; R$ 74,61 ;14,25%; R$ 10,63 ; R$ 63,98 ;10,00%; R$ 6,40 ;
Tella Engenharia;Michelle;Balsamão;Parceiro;01/06/2023;Small;Tella Engenharia;33.915.604/0001-17;Prudential;Vida;Comissão; R$ 380,75 ;20,00%; R$ 76,15 ;2,00%; R$ 1,52 ; R$ 74,63 ;14,25%; R$ 10,63 ; R$ 63,99 ;30,00%; R$ 19,20 ;
Bobinex;Rafael Galhardo;Messem;Parceiro;01/03/2024;Middle;Bobinex;21.435.954/0001-05;Amil;Saúde;Comissão; R$ 1.519,07 ;5,00%; R$ 75,95 ;1,50%; R$ 1,14 ; R$ 74,81 ;14,25%; R$ 10,66 ; R$ 64,15 ;50,00%; R$ 32,08 ;
Bobinex;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/03/2024;Middle;Bobinex;21.435.954/0001-05;Amil;Saúde;Comissão; R$ 1.519,07 ;5,00%; R$ 75,95 ;1,50%; R$ 1,14 ; R$ 74,81 ;14,25%; R$ 10,66 ; R$ 44,91 ;10,00%; R$ 4,49 ;
Bobinex;Rafael Galhardo;Messem;Parceiro;01/02/2024;Middle;Bobinex;21.435.954/0001-05;Amil;Saúde;Comissão; R$ 1.519,07 ;5,00%; R$ 75,95 ;1,50%; R$ 1,14 ; R$ 74,81 ;14,25%; R$ 10,66 ; R$ 64,15 ;50,00%; R$ 32,08 ;
Bobinex;Rafael Galhardo;Messem;Parceiro;01/01/2024;Middle;Bobinex;21.435.954/0001-05;Amil;Saúde;Comissão; R$ 1.519,07 ;5,00%; R$ 75,95 ;1,50%; R$ 1,14 ; R$ 74,81 ;14,25%; R$ 10,66 ; R$ 64,15 ;50,00%; R$ 32,08 ;
Bobinex;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/02/2024;Middle;Bobinex;21.435.954/0001-05;Amil;Saúde;Comissão; R$ 1.519,07 ;5,00%; R$ 75,95 ;1,50%; R$ 1,14 ; R$ 74,81 ;14,25%; R$ 10,66 ; R$ 64,15 ;10,00%; R$ 6,42 ;
Construtora Castelo;Leticia Santana;Leticia Santana;Consultor Interno;01/03/2024;Small;Construtora Castelo;38.487.277/0001-63;Bradesco;Odonto;Agenciamento; R$ 78,12 ;100,00%; R$ 78,12 ;3,50%; R$ 2,73 ; R$ 75,39 ;14,25%; R$ 10,74 ; R$ 45,25 ;10,00%; R$ 4,53 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/08/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão; R$ 392,28 ;20,00%; R$ 78,45 ;350,00%; R$ 2,75 ; R$ 75,70 ;14,25%; R$ 10,79 ; R$ 64,91 ;10,00%; R$ 6,49 ;
Confirp;Cristina Camillo;Camillo;Parceiro;01/05/2023;Middle;Financeiro 24 Horas.com;04.929.302/0001-08;Amil;Odonto;Comissão; R$ 1.538,82 ;5,00%; R$ 76,94 ;1,50%; R$ 1,15 ; R$ 75,79 ;14,25%; R$ 10,80 ; R$ 64,99 ;50,00%; R$ 32,49 ;
Confirp;Leandro Peralta;Leandro Peralta;Consultor Interno;01/07/2023;Middle;Financeiro 24 Horas.com;04.929.302/0001-08;Amil;Odonto;Comissão; R$ 1.538,82 ;5,00%; R$ 76,94 ;1,50%; R$ 1,15 ; R$ 75,79 ;14,25%; R$ 10,80 ; R$ 32,49 ;10,00%; R$ 3,25 ;
Objetivo;Marcelo Natal;MNT Barcelos;Consultor Interno;01/01/2024;Middle;Objetivo;09.395.438/0001-90;Odontoprev;Odonto;Comissão; R$ 785,82 ;10,00%; R$ 78,58 ;3,50%; R$ 2,75 ; R$ 75,83 ;14,25%; R$ 10,81 ; R$ 65,03 ;10,00%; R$ 6,50 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/07/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão ; R$ 387,64 ;20,00%; R$ 77,53 ;2,00%; R$ 1,55 ; R$ 75,98 ;14,25%; R$ 10,83 ; R$ 65,15 ;10,00%; R$ 6,52 ;
Financeiro 24 Horas.com;Leandro Peralta;Leandro Peralta;Consultor Interno;01/09/2023;Middle;Financeiro 24 Horas.com;04.929.302/0001-08;Amil;Odonto;Comissão; R$ 1.543,16 ;5,00%; R$ 77,16 ;1,50%; R$ 1,16 ; R$ 76,00 ;14,25%; R$ 10,83 ; R$ 55,22 ;10,00%; R$ 5,52 ;
Confirp;Cristina Camillo;Camillo;Parceiro;01/07/2023;Middle;Financeiro 24 Horas.com;04.929.302/0001-08;Amil;Odonto;Comissão; R$ 1.543,16 ;5,00%; R$ 77,16 ;1,50%; R$ 1,16 ; R$ 76,00 ;14,25%; R$ 10,83 ; R$ 65,17 ;50,00%; R$ 32,59 ;
Confirp;Cristina Camillo;Camillo;Parceiro;01/06/2023;Middle;Financeiro 24 Horas.com;04.929.302/0001-08;Amil;Odonto;Comissão; R$ 1.543,16 ;5,00%; R$ 77,16 ;1,50%; R$ 1,16 ; R$ 76,00 ;14,25%; R$ 10,83 ; R$ 65,17 ;50,00%; R$ 32,59 ;
Confirp;Leandro Peralta;Leandro Peralta;Consultor Interno;01/08/2023;Middle;Financeiro 24 Horas.com;04.929.302/0001-08;Amil;Odonto;Comissão; R$ 1.543,16 ;5,00%; R$ 77,16 ;1,50%; R$ 1,16 ; R$ 76,00 ;14,25%; R$ 10,83 ; R$ 32,59 ;10,00%; R$ 3,26 ;
Confirp;Leandro Peralta;Leandro Peralta;Consultor Interno;01/07/2023;Middle;Financeiro 24 Horas.com;04.929.302/0001-08;Amil;Odonto;Comissão; R$ 1.543,16 ;5,00%; R$ 77,16 ;1,50%; R$ 1,16 ; R$ 76,00 ;14,25%; R$ 10,83 ; R$ 32,59 ;10,00%; R$ 3,26 ;
Colégio Arcon;Leandro Peralta;Leandro Peralta;Consultor Interno;01/10/2022;Small;Colégio Arcon Eireli;27.216.843/0001-86;Prudential;Vida;Comissão; R$ 262,71 ;30,00%; R$ 78,81 ;3,50%; R$ 2,76 ; R$ 76,05 ;14,25%; R$ 10,84 ; R$ 65,22 ;10,00%; R$ 6,52 ;
Kryptus;Marcelo Natal;MNT Barcelos;Consultor Interno;01/01/2022;Middle;KRYPTUS;05.761.098/0001-13;AMIL;ODONTO;Comissão; R$ 813,94 ;10,00%; R$ 81,39 ;6,50%; R$ 5,29 ; R$ 76,10 ;14,25%; R$ 10,84 ; R$ 65,26 ;10,00%; R$ 6,53 ;
"	Nutrien";Leandro Peralta;Leandro Peralta;Consultor Interno;01/02/2024;Corporate;"	Nutrien";03.482.332/0001-48;Odontoprev;Odonto;Comissão; R$ 789,39 ;10,00%; R$ 78,94 ;3,50%; R$ 2,76 ; R$ 76,18 ;14,25%; R$ 10,86 ; R$ 65,32 ;10,00%; R$ 6,53 ;
Bobinex;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/01/2024;Middle;Bobinex;60.936.085/0001-46;Metlife Odonto;Odonto;Comissão; R$ 816,95 ;10,00%; R$ 81,70 ;6,50%; R$ 5,31 ; R$ 76,38 ;14,25%; R$ 10,88 ; R$ 31,00 ;10,00%; R$ 3,10 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/12/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão; R$ 396,92 ;20,00%; R$ 79,38 ;3,50%; R$ 2,78 ; R$ 76,61 ;14,25%; R$ 10,92 ; R$ 65,69 ;10,00%; R$ 6,57 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/11/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão; R$ 396,92 ;0,20%; R$ 79,38 ;3,50%; R$ 2,78 ; R$ 76,61 ;14,25%; R$ 10,92 ; R$ 65,69 ;10,00%; R$ 6,57 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/10/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão; R$ 396,92 ;20,00%; R$ 79,39 ;350,00%; R$ 2,78 ; R$ 76,61 ;14,25%; R$ 10,92 ; R$ 65,69 ;10,00%; R$ 6,57 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/10/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão; R$ 396,92 ;20,00%; R$ 79,39 ;350,00%; R$ 2,78 ; R$ 76,61 ;14,25%; R$ 10,92 ; R$ 65,69 ;10,00%; R$ 6,57 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/09/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão; R$ 396,92 ;20,00%; R$ 79,39 ;350,00%; R$ 2,78 ; R$ 76,61 ;14,25%; R$ 10,92 ; R$ 65,69 ;10,00%; R$ 6,57 ;
Tella Engenharia;Michelle;Balsamão;Parceiro;01/08/2023;Small;Tella Engenharia;33.915.604/0001-17;Prudential;Vida;Comissão; R$ 391,50 ;20,00%; R$ 78,30 ;2,00%; R$ 1,57 ; R$ 76,73 ;14,25%; R$ 10,93 ; R$ 65,80 ;30,00%; R$ 19,74 ;
Tella Engenharia;Michelle;Balsamão;Parceiro;01/10/2023;Small;Tella Engenharia;44.209.323/0001-65;Prudential;Vida;Comissão; R$ 411,10 ;20,00%; R$ 82,22 ;6,50%; R$ 5,34 ; R$ 76,88 ;14,25%; R$ 10,95 ; R$ 65,92 ;30,00%; R$ 19,78 ;
Bobinex;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/03/2024;Middle;Bobinex;60.936.085/0001-46;Metlife Odonto;Odonto;Comissão; R$ 826,72 ;10,00%; R$ 82,67 ;6,50%; R$ 5,37 ; R$ 77,30 ;14,25%; R$ 11,02 ; R$ 45,33 ;10,00%; R$ 4,53 ;
Bobinex;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/02/2024;Middle;Bobinex;60.936.085/0001-46;Metlife Odonto;Odonto;Comissão; R$ 826,72 ;10,00%; R$ 82,67 ;6,50%; R$ 5,37 ; R$ 77,30 ;14,25%; R$ 11,02 ; R$ 31,37 ;10,00%; R$ 3,14 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/01/2024;Corporate;Ortobom;02.748.342/0004-62;Metlife Vida;Vida;Comissão; R$ 535,68 ;15,00%; R$ 80,35 ;3,50%; R$ 2,81 ; R$ 77,54 ;14,25%; R$ 11,05 ; R$ 66,49 ;10,00%; R$ 6,65 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/10/2023;Middle;Zangari;43.454.594/0001-13;Metlife Planos Odontológicos Ltda;Odonto;Comissão; R$ 829,44 ;10,00%; R$ 82,94 ;650,00%; R$ 5,39 ; R$ 77,55 ;14,25%; R$ 11,05 ; R$ 66,50 ;10,00%; R$ 6,65 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/10/2023;Middle;Zangari;43.454.594/0001-13;Metlife Planos Odontológicos Ltda;Odonto;Comissão; R$ 829,44 ;10,00%; R$ 82,94 ;650,00%; R$ 5,39 ; R$ 77,55 ;14,25%; R$ 11,05 ; R$ 66,50 ;10,00%; R$ 6,65 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/09/2023;Middle;Zangari;43.454.594/0001-13;Metlife;Odonto;Comissão; R$ 829,44 ;10,00%; R$ 82,94 ;650,00%; R$ 5,39 ; R$ 77,55 ;14,25%; R$ 11,05 ; R$ 66,50 ;10,00%; R$ 6,65 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/08/2023;Middle;Zangari;43.454.594/0001-13;Metlife;Odonto;Comissão; R$ 829,44 ;10,00%; R$ 82,94 ;650,00%; R$ 5,39 ; R$ 77,55 ;14,25%; R$ 11,05 ; R$ 66,50 ;10,00%; R$ 6,65 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/01/2024;Middle;Zangari;43.454.594/0001-13;Metlife;Odonto;Comissão; R$ 829,44 ;10,00%; R$ 82,94 ;6,50%; R$ 5,39 ; R$ 77,55 ;14,25%; R$ 11,05 ; R$ 66,50 ;10,00%; R$ 6,65 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/12/2023;Middle;Zangari;43.454.594/0001-13;Metlife;Odonto;Comissão; R$ 829,44 ;10,00%; R$ 82,94 ;6,50%; R$ 5,39 ; R$ 77,55 ;14,25%; R$ 11,05 ; R$ 66,50 ;10,00%; R$ 6,65 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/11/2023;Middle;Zangari;43.454.594/0001-13;Metlife;Odonto;Comissão; R$ 829,44 ;10,00%; R$ 82,94 ;6,50%; R$ 5,39 ; R$ 77,55 ;14,25%; R$ 11,05 ; R$ 66,50 ;10,00%; R$ 6,65 ;
Kryptus;Marcelo Natal;MNT Barcelos;Consultor Interno;01/08/2022;Corporate;KRYPTUS;05.761.098/0001-13;AMIL;ODONTO;Comissão; R$ 829,66 ;10,00%; R$ 82,97 ;6,50%; R$ 5,39 ; R$ 77,57 ;14,25%; R$ 11,05 ; R$ 66,52 ;10,00%; R$ 6,65 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/09/2023;Middle;"	Sifra S/A";"	03.729.970/0001-10";Bradesco;Saúde;Comissão; R$ 2.695,83 ;3,00%; R$ 80,87 ;3,50%; R$ 2,83 ; R$ 78,04 ;14,25%; R$ 11,12 ; R$ 66,92 ;30,00%; R$ 20,08 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/08/2023;Middle;"	Sifra S/A";"	03.729.970/0001-10";Bradesco;Saúde;Comissão; R$ 2.695,83 ;3,00%; R$ 80,87 ;3,50%; R$ 2,83 ; R$ 78,04 ;14,25%; R$ 11,12 ; R$ 66,92 ;30,00%; R$ 20,08 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/03/2024;Corporate;Ortobom;02.292.653/0001-17;Metlife Vida;Vida;Comissão; R$ 539,59 ;15,00%; R$ 80,94 ;3,50%; R$ 2,83 ; R$ 78,11 ;14,25%; R$ 11,13 ; R$ 66,98 ;10,00%; R$ 6,70 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/02/2024;Corporate;Ortobom;02.292.653/0001-17;Metlife Vida;Vida;Comissão; R$ 539,59 ;15,00%; R$ 80,94 ;3,50%; R$ 2,83 ; R$ 78,11 ;14,25%; R$ 11,13 ; R$ 66,98 ;10,00%; R$ 6,70 ;
Zangari;Mayara Costa;MC Consultoria;Consultor Interno;01/07/2023;Middle;Zangari;43.454.594/0001-13;Metlife;Odonto;Comissão ; R$ 840,93 ;10,00%; R$ 84,09 ;6,50%; R$ 5,47 ; R$ 78,63 ;14,25%; R$ 11,20 ; R$ 67,42 ;10,00%; R$ 6,74 ;
Tella Engenharia;Michelle;Balsamão;Parceiro;01/07/2023;Small;Tella Engenharia;33.915.604/0001-17;Prudential;Vida;Comissão; R$ 402,30 ;20,00%; R$ 80,46 ;2,00%; R$ 1,61 ; R$ 78,85 ;14,25%; R$ 11,24 ; R$ 67,61 ;30,00%; R$ 20,28 ;
Mann Hummel;Flavia Tarosso;FOT;Parceiro;01/04/2022;Middle;Mann Hummel;57.014.862/0011-62;UNIMED CAMP;SAÚDE;Comissão; R$ 4.243,88 ;2,00%; R$ 84,88 ;6,50%; R$ 5,52 ; R$ 79,36 ;14,25%; R$ 11,31 ; R$ 68,05 ;10,00%; R$ 6,81 ;
Mann Hummel;Flavia Tarosso;FOT;Parceiro;01/03/2022;Middle;Mann Hummel;57.014.862/0011-62;UNIMED CAMP;SAÚDE;Comissão; R$ 4.243,88 ;2,00%; R$ 84,88 ;6,50%; R$ 5,52 ; R$ 79,36 ;14,25%; R$ 11,31 ; R$ 68,05 ;10,00%; R$ 6,81 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/10/2023;Corporate;Ortobom;02.748.342/0004-62;Metlife Vida;Vida;Comissão; R$ 548,63 ;0,15%; R$ 82,29 ;3,50%; R$ 2,88 ; R$ 79,41 ;14,25%; R$ 11,32 ; R$ 68,10 ;10,00%; R$ 6,81 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/11/2023;Corporate;Ortobom;02.748.342/0004-62;Metlife Vida;Vida;Comissão; R$ 548,63 ;0,15%; R$ 82,29 ;3,50%; R$ 2,88 ; R$ 79,41 ;14,25%; R$ 11,32 ; R$ 68,10 ;10,00%; R$ 6,81 ;
